Key,en,es,ar
Super admin role can\'t deletable.,Super admin role can\'t deletable.,El rol super administrador puede ser eliminable.,دور المشرف الفائق يمكن أن يكون قابلاً للحذف.
Target role not found!,Target role not found!,¡Rol de objetivo no encontrado!,الدور المستهدف لم يتم العثور عليه!
Admin role deleted successfully!,Admin role deleted successfully!,¡Rol de administración eliminado con éxito!,تم حذف دور المسؤول بنجاح!
All Permissions,All Permissions,Todos los permisos,جميع الأذونات
Permission Name,Permission Name,Nombre de permiso,اسم إذن
Add New Permission,Add New Permission,Agregar nuevo permiso,أضف إذنًا جديدًا
Edit Permission,Edit Permission,Editar permiso,تحرير إذن
Permission created successfully!,Permission created successfully!,¡Permiso creado con éxito!,إذن تم إنشاؤه بنجاح!
Permission updated successfully!,Permission updated successfully!,¡Permiso actualizado con éxito!,تم تحديث إذن بنجاح!
Permission deleted successfully!,Permission deleted successfully!,¡Permiso eliminado con éxito!,تم حذف إذن بنجاح!
Role permission not found!,Role permission not found!,¡Permiso de rol no encontrado!,إذن الدور غير موجود!
Permission assign successfully!,Permission assign successfully!,Permiso asignar con éxito!,إذن تعيين بنجاح!
Permission not found!,Permission not found!,¡Permiso no encontrado!,إذن لم يتم العثور عليه!
Admin deleted successfully!,Admin deleted successfully!,Admin eliminado con éxito!,تم حذف المسؤول بنجاح!
Site Base Color,Site Base Color,Color base del sitio,لون قاعدة الموقع
Site Name,Site Name,Nombre del sitio,اسم الموقع
Site Title,Site Title,Título del sitio,عنوان الموقع
Select Timezone,Select Timezone,Selecciona la zona horaria,اختر المجال الزمني
OTP Expiration,OTP Expiration,Vencimiento de OTP,انتهاء صلاحية OTP
Activation Settings,Activation Settings,Configuración de activación,إعدادات التنشيط
Secure Password,Secure Password,Contraseña segura,كلمة مرور تأمين
Agree Policy,Agree Policy,Política de acuerdo,توافق على السياسة
User Registration,User Registration,registro de usuario,تسجيل المستخدم
Force SSL,Force SSL,Forzar SSL,قوة SSL
Email Notification,Email Notification,Notificación de correo electrónico,إشعار البريد الإلكتروني
Activated,Activated,Activado,مفعل
Deactivated,Deactivated,Desactivado,إلغاء تنشيطه
The base color field is required.,The base color field is required.,Se requiere el campo de color base.,حقل اللون الأساسي مطلوب.
The web version field is required.,The web version field is required.,Se requiere el campo de la versión web.,حقل إصدار الويب مطلوب.
The site name field is required.,The site name field is required.,Se requiere el campo Nombre del sitio.,حقل اسم الموقع مطلوب.
The site title field is required.,The site title field is required.,Se requiere el campo de título del sitio.,حقل عنوان الموقع مطلوب.
The optp exp seconds field is required.,The optp exp seconds field is required.,Se requiere el campo OPTP EXP segundos.,مطلوب حقل OPTP Exp Seconds.
The timezone field is required.,The timezone field is required.,Se requiere el campo de la zona horaria.,مطلوب حقل المنطقة الزمنية.
Basic settings updated successfully!,Basic settings updated successfully!,Configuración básica actualizada con éxito!,الإعدادات الأساسية تحديث بنجاح!
Please setup KYC field first. Go to [Setup KYC] page from sidebar,Please setup KYC field first. Go to [Setup KYC] page from sidebar,Configure el campo KYC primero. Vaya a la página [Configurar KYC] desde la barra lateral,يرجى إعداد حقل KYC أولاً. انتقل إلى صفحة [Setup KYC] من الشريط الجانبي
You have to configure your system mail first.,You have to configure your system mail first.,Primero debe configurar el correo de su sistema.,يجب عليك تكوين بريد النظام الخاص بك أولاً.
Basic settings not found!,Basic settings not found!,Configuración básica no encontrada!,الإعدادات الأساسية غير موجودة!
Basic settings status updated successfully!,Basic settings status updated successfully!,Estado de configuración básica actualizada correctamente!,تم تحديث حالة الإعدادات الأساسية بنجاح!
Logo (Light Version),Logo (Light Version),Logotipo (versión ligera),شعار (إصدار الضوء)
Logo (Dark Version),Logo (Dark Version),Logotipo (versión oscura),شعار (نسخة مظلمة)
Favicon (Light Version),Favicon (Light Version),Favicon (versión ligera),Favicon (نسخة خفيفة)
Favicon (Dark Version),Favicon (Dark Version),Favicon (versión oscura),Favicon (نسخة مظلمة)
Basic setting not found! Please run database seeder,Basic setting not found! Please run database seeder,Configuración básica no encontrada! Ejecute un semiller de base de datos,الإعداد الأساسي لم يتم العثور عليه! الرجاء تشغيل قاعدة البيانات بذور
No changes to update.,No changes to update.,No hay cambios en la actualización.,لا توجد تغييرات للتحديث.
Image assets updated successfully!,Image assets updated successfully!,¡Activos de imagen actualizados con éxito!,أصول الصورة تحديث بنجاح!
Search Engine Optimization (SEO),Search Engine Optimization (SEO),Optimización de motores de búsqueda (SEO),تحسين محرك البحث (SEO)
Thumbnail Image,Thumbnail Image,Imagen en miniatura,صورة مصغرة
Social Title,Social Title,Título social,العنوان الاجتماعي
Social Description,Social Description,Descripción social,الوصف الاجتماعي
Tags,Tags,Etiquetas,العلامات
The title field is required.,The title field is required.,Se requiere el campo de título.,مطلوب حقل العنوان.
SEO information updated successfully!,SEO information updated successfully!,¡Información de SEO actualizada con éxito!,تم تحديث معلومات كبار المسئولين الاقتصاديين بنجاح!
Image,Image,Imagen,صورة
App Version,App Version,Version de aplicacion,نسخة التطبيق
The version field is required.,The version field is required.,Se requiere el campo de versión.,حقل الإصدار مطلوب.
Splash screen updated successfully!,Splash screen updated successfully!,¡Pantalla de salpicaduras actualizada con éxito!,تم تحديث شاشة دفقة بنجاح!
Android App URL,Android App URL,URL de la aplicación Android,Android App URL
iOS App URL,iOS App URL,URL de la aplicación iOS,IOS APP URL
The url title field is required.,The url title field is required.,Se requiere el campo de título de URL.,حقل عنوان عنوان URL مطلوب.
The android url field is required.,The android url field is required.,Se requiere el campo URL de Android.,حقل عنوان URL Android مطلوب.
URL settings updated successfully!,URL settings updated successfully!,Configuración de URL actualizada con éxito!,تحديث إعدادات URL بنجاح!
Add New Screen,Add New Screen,Agregar nueva pantalla,أضف شاشة جديدة
Sub Title,Sub Title,Subtítulo,العنوان الفرعي
Edit KYC,Edit KYC,Editar kyc,تحرير KYC
KYC Profile,KYC Profile,Perfil de KYC,ملف KYC
Zip/Postal,Zip/Postal,Código postal,الرمز البريدي
Information of Logs,Information of Logs,Información de los registros,معلومات السجلات
File not found!,File not found!,¡Archivo no encontrado!,لم يتم العثور على الملف!
Edit Screen,Edit Screen,Pantalla de edición,تحرير الشاشة
The image field is required.,The image field is required.,Se requiere el campo de la imagen.,حقل الصورة مطلوب.
Onboard Screen Added Successfully!,Onboard Screen Added Successfully!,¡Pantalla a bordo agregada con éxito!,أضيفت الشاشة على متن الطائرة بنجاح!
Onboard screen not found!,Onboard screen not found!,¡Pantalla a bordo no encontrada!,على متن الشاشة غير موجودة!
Onboard screen status updated successfully!,Onboard screen status updated successfully!,Estado de la pantalla a bordo actualizado correctamente!,تم تحديث حالة الشاشة على متن الطائرة بنجاح!
Onboard screen information updated successfully!,Onboard screen information updated successfully!,Información de pantalla a bordo actualizada correctamente!,تم تحديث معلومات الشاشة على متن الطائرة بنجاح!
Screen deleted successfully!,Screen deleted successfully!,¡Pantalla eliminada con éxito!,تم حذف الشاشة بنجاح!
There is no default language in your system. System will automatically select English as a default language.,There is no default language in your system. System will automatically select English as a default language.,No hay lenguaje predeterminado en su sistema. El sistema seleccionará automáticamente el inglés como idioma predeterminado.,لا توجد لغة افتراضية في نظامك. سيقوم النظام تلقائيًا بتحديد اللغة الإنجليزية كلغة افتراضية.
Add Language,Add Language,Agregar lenguaje,إضافة لغة
Selectable,Selectable,Seleccionable,يمكن اختياره
Import,Import,Importar,يستورد
Language Name,Language Name,Nombre del lenguaje,اسم اللغة
Language Code,Language Code,Código de lenguaje,رمز اللغة
Direction,Direction,Dirección,اتجاه
LTR,LTR,LTR,LTR
RTL,RTL,RTL,RTL
Edit Language,Edit Language,Editar lenguaje,تحرير اللغة
Please deselect your default language first.,Please deselect your default language first.,"Por favor, anote su idioma predeterminado primero.",يرجى إلغاء تحديد لغتك الافتراضية أولاً.
Opps! Language not found!,Opps! Language not found!,¡Opps! ¡Lenguaje no encontrado!,أوس! اللغة لم يتم العثور عليها!
File does not exists.,File does not exists.,El archivo no existe.,الملف لا يوجد.
Language Keywords of English,Language Keywords of English,Palabras clave del idioma del inglés,الكلمات الرئيسية للغة للغة الإنجليزية
Email Send Method,Email Send Method,Método de envío de correo electrónico,طريقة إرسال البريد الإلكتروني
Send Mail,Send Mail,Enviar correo,ارسل بريد
Host,Host,Anfitrión,يستضيف
Port,Port,Puerto,ميناء
Excryption,Excryption,Excryción,الإثارة
SSL,SSL,Ssl,SSL
TLS,TLS,TLS,TLS
Send Test Mail,Send Test Mail,Enviar correo de prueba,إرسال بريد الاختبار
Information updated successfully!,Information updated successfully!,Información actualizada con éxito!,تم تحديث المعلومات بنجاح!
Email send successfully!,Email send successfully!,¡Envíe el correo electrónico con éxito!,إرسال البريد الإلكتروني بنجاح!
The host field is required.,The host field is required.,Se requiere el campo de host.,حقل المضيف مطلوب.
The port field is required.,The port field is required.,Se requiere el campo portuario.,حقل المنفذ مطلوب.
The encryption field is required.,The encryption field is required.,Se requiere el campo de cifrado.,حقل التشفير مطلوب.
The username field is required.,The username field is required.,Se requiere el campo de nombre de usuario.,حقل اسم المستخدم مطلوب.
Deactive,Deactive,Desactivo,إلهي
KYC Data Form,KYC Data Form,Formulario de datos de KYC,نموذج بيانات KYC
"ex: jpg, png, pdf","ex: jpg, png, pdf","Ej: JPG, PNG, PDF",على سبيل المثال: JPG ، PNG ، PDF
Options,Options,Opción,خيارات
KYC status updated successfully!,KYC status updated successfully!,Estado de KYC actualizado con éxito!,تم تحديث حالة KYC بنجاح!
User Overview,User Overview,Descripción general del usuario,نظرة عامة على المستخدم
User Details,User Details,Detalles de usuario,بيانات المستخدم
Profile Information Updated Successfully,Profile Information Updated Successfully,Información de perfil actualizada correctamente,معلومات الملف الشخصي تحديث بنجاح
Account Statement,Account Statement,Estado de cuenta,بيان الحساب
Filter by Period,Filter by Period,Filtrar por período,تصفية حسب الفترة
Select One,Select One,Seleccione uno,حدد واحدة
LAST ONE WEEKS,LAST ONE WEEKS,Última semana,آخر أسبوع واحد
LAST TWO WEEKS,LAST TWO WEEKS,ÚLTIMAS DOS SEMANAS,الاسبوعين الماضيين
LAST ONE MONTHS,LAST ONE MONTHS,Últimos meses,آخر شهر
LAST TWO MONTHS,LAST TWO MONTHS,Últimos dos meses,الشهرين الماضيين
LAST THREE MONTHS,LAST THREE MONTHS,Últimos tres meses,الأشهر الثلاثة الماضية
LAST SIX MONTHS,LAST SIX MONTHS,Últimos seis meses,الستة أشهر الماضية
LAST ONE YEARS,LAST ONE YEARS,Últimos años,آخر سنة
SPECIFIC DATES,SPECIFIC DATES,Fechas específicas,تواريخ محددة
Start Date,Start Date,Fecha de inicio,تاريخ البدء
End Date,End Date,Fecha final,تاريخ الانتهاء
PDF,PDF,Pdf,بي دي إف
Receiving Amount,Receiving Amount,Cantidad de recepción,استلام المبلغ
Sender Name,Sender Name,Nombre del remitente,اسم المرسل
Receiver Name,Receiver Name,Nombre del destinatario,اسم المتلقي
Action,Action,Acción,فعل
ALL,ALL,TODO,الجميع
Email Unverified Users,Email Unverified Users,Envíe un correo electrónico a usuarios no verificados,بريد إلكتروني لم يتم التحقق من المستخدمين
KYC Information not submitted yet,KYC Information not submitted yet,Información de KYC aún no se ha enviado,معلومات KYC لم يتم تقديمها بعد
Approve,Approve,Aprobar,يعتمد
Reject,Reject,Rechazar,يرفض
KYC Unverified Users,KYC Unverified Users,Usuarios no verificados de KYC,kyc المستخدمين غير المؤكدين
Details,Details,Detalles,تفاصيل
Admin Roles,Admin Roles,Roles de administración,أدوار المشرف
Permission Group,Permission Group,Grupo de permisos,مجموعة الإذن
Choose One,Choose One,Elige uno,اختر واحدة
Timezone,Timezone,Zona horaria,وحدة زمنية
Seconds,Seconds,Segundos,ثوان
The otp exp seconds field is required.,The otp exp seconds field is required.,Se requiere el campo OTP EXP segundos.,مطلوب حقل OTP Exp Seconds.
Title,Title,Título,عنوان
Download,Download,Descargar,تحميل
"Language File (.xlsx, .csv)","Language File (.xlsx, .csv)","Archivo de idioma (.xlsx, .csv)",ملف اللغة (.xlsx ، .csv)
Field Types,Field Types,Tipos de campo,أنواع الحقل
Max File Size (mb),Max File Size (mb),Tamaño de archivo máximo (MB),حجم الملف الأقصى (MB)
File Extension,File Extension,Extensión de archivo,امتداد الملف
Min Character,Min Character,Carácter mínimo,شخصية دقيقة
Max Character,Max Character,Personaje máximo,الحد الأقصى للشخصية
Field Name,Field Name,Nombre del campo,اسم الحقل
Field Necessity,Field Necessity,Necesidad de campo,ضرورة الحقل
Save & Change,Save & Change,Guardar cambios,حفظ وتغيير
Encryption,Encryption,Encriptación,التشفير
Add Item,Add Item,Añadir artículo,اضافة عنصر
Section item updated successfully!,Section item updated successfully!,¡Sección Artículo actualizado con éxito!,تم تحديث عنصر القسم بنجاح!
Link,Link,Enlace,وصلة
Counter Value,Counter Value,Valor del contador,قيمة العداد
Add Statistic,Add Statistic,Agregar estadística,أضف الإحصاء
Social Links,Social Links,vínculos sociales,روابط اجتماعية
Question,Question,Pregunta,سؤال
Answer,Answer,Respuesta,إجابة
Add Service,Add Service,Agregar servicio,أضف الخدمة
Edit Service,Edit Service,Editar servicio,تحرير الخدمة
Add New Faq,Add New Faq,Agregar nuevas preguntas frecuentes,أضف الأسئلة الشائعة الجديدة
Edit Solution,Edit Solution,Solución de edición,تحرير الحل
Web blog Dashboard,Web blog Dashboard,Tablero de blogs web,لوحة معلومات مدونة الويب
Add Category,Add Category,añadir categoría,إضافة فئة
Add New Blog,Add New Blog,Agregar nuevo blog,أضف مدونة جديدة
Total Category,Total Category,Categoría total,إجمالي الفئة
Active Category,Active Category,Categoría activa,فئة نشطة
Active Blogs,Active Blogs,Blogs activos,المدونات النشطة
Deactive Blogs,Deactive Blogs,Blogs desactivos,مدونات إلهي
this blog?,this blog?,este blog?,هذه المدونة؟
this item?,this item?,¿éste ítem?,هذه الماده؟
Edit Item,Edit Item,Elemento de edición,تعديل عنصر
Add FAQ,Add FAQ,Agregar preguntas frecuentes,إضافة الأسئلة الشائعة
Web Blog Section,Web Blog Section,Sección de blogs web,قسم مدونة الويب
New Blog Create,New Blog Create,Nuevo blog crea,مدونة جديدة إنشاء
Add Tags,Add Tags,Agregar etiquetas,اضف اشارة
Blog Edit Page,Blog Edit Page,Página de edición de blog,صفحة تحرير المدونة
Blog Categories,Blog Categories,Categorías de blogs,فئات المدونة
Add Blog Category,Add Blog Category,Añadir categoría de blog,إضافة فئة المدونة
Edit Blog Category,Edit Blog Category,Editar categoría de blog,تحرير فئة المدونة
Category added successfully.,Category added successfully.,Categoría agregada con éxito.,أضافت الفئة بنجاح.
Category status updated successfully!,Category status updated successfully!,Estado de categoría actualizado con éxito!,تحديث حالة الفئة بنجاح!
Blog Category Updated Successfully.,Blog Category Updated Successfully.,Categoría de blog actualizada con éxito.,تم تحديث فئة المدونة بنجاح.
Category successfully deleted.,Category successfully deleted.,Categoría eliminada con éxito.,تم حذف الفئة بنجاح.
Blog deleted successfully!,Blog deleted successfully!,¡Blog eliminado con éxito!,تم حذف المدونة بنجاح!
Blog Data Updated Successfully.,Blog Data Updated Successfully.,Datos de blog actualizados con éxito.,تم تحديث بيانات الفكرة بنجاح.
Blog status updated successfully!,Blog status updated successfully!,Estado del blog actualizado con éxito!,تم تحديث حالة المدونة بنجاح!
Blog created successfully!,Blog created successfully!,Blog creado con éxito!,تم إنشاء المدونة بنجاح!
Select Category,Select Category,selecciona una categoría,اختر الفئة
this category?,this category?,esta categoría?,هذه الفئة؟
Page Name,Page Name,Nombre de la página,اسم الصفحة
Setup Page status updated successfully!,Setup Page status updated successfully!,Estado de la página de configuración actualizado correctamente!,تم تحديث حالة صفحة الإعداد بنجاح!
Instructions,Instructions,Instrucciones,تعليمات
Update Extension,Update Extension,Extensión de actualización,تمديد تحديث
Add Link,Add Link,Añadir enlace,إضافة رابط
Slug,Slug,Babosa,سبيكة
Content,Content,Contenido,محتوى
Use for make page link (URL),Use for make page link (URL),Usar para hacer el enlace de página (URL),استخدم لجعل رابط الصفحة (URL)
Are you sure to delete this link?,Are you sure to delete this link?,¿Seguro que eliminará este enlace?,هل أنت متأكد من حذف هذا الرابط؟
Useful link added successfully!,Useful link added successfully!,Enlace útil agregado con éxito!,رابط مفيد أضيفت بنجاح!
Edit Useful Link,Edit Useful Link,Editar enlace útil,تحرير رابط مفيد
Useful link updated successfully!,Useful link updated successfully!,Enlace útil actualizado con éxito!,رابط مفيد تم تحديثه بنجاح!
Useful link deleted successfully!,Useful link deleted successfully!,Enlace útil eliminado con éxito!,رابط مفيد تم حذفه بنجاح!
Useful link status updated successfully!,Useful link status updated successfully!,Estado útil del enlace actualizado correctamente!,تم تحديث حالة الرابط المفيدة بنجاح!
Website Subscribers,Website Subscribers,Suscriptores del sitio web,مشتركي الموقع
Send Mail to All,Send Mail to All,Enviar correo a todos,أرسل البريد إلى الجميع
Send mail to all subscribers,Send mail to all subscribers,Enviar correo a todos los suscriptores,أرسل بريدًا إلى جميع المشتركين
Reply sended successfully!,Reply sended successfully!,¡Respuesta enviada con éxito!,رد تم إرساله بنجاح!
Heading,Heading,Título,عنوان
Sub Heading,Sub Heading,Subtendente,العنوان الفرعي
Button Name,Button Name,Nombre del botón,اسم الزر
Video Link,Video Link,Enlace de video,رابط الفيديو
Section updated successfully!,Section updated successfully!,Sección actualizada con éxito!,تم تحديث القسم بنجاح!
Country Section,Country Section,Sección del país,قسم البلد
Section Title,Section Title,Sección de título,عنوان القسم
Add Brand,Add Brand,Agregar marca,إضافة العلامة التجارية
delete,delete,borrar,يمسح
this brand?,this brand?,esta marca?,هذه العلامة التجارية؟
Item added successfully.,Item added successfully.,Artículo agregado con éxito.,تم إضافة البند بنجاح.
Section item deleted successfully!,Section item deleted successfully!,Sección Artículo eliminado con éxito!,تم حذف عنصر القسم بنجاح!
Add Step,Add Step,Agregar paso,أضف خطوة
Testimonial Section,Testimonial Section,Sección de testimonios,قسم الشهادة
Edit Items,Edit Items,Editar elementos,تعديل البنود
Add Testimonial,Add Testimonial,Agregar testimonio,إضافة شهادة
Comment,Comment,Comentario,تعليق
Designation,Designation,Designación,تعيين
Edit Testimonial,Testimonial edit,Edición testimonial,تحرير شهادة
Web Journal Dashboard,Web Journal Dashboard,Panel de diario web,لوحة تحكم مجلة الويب
Add New Journal,Add New Journal,Agregar un nuevo diario,أضف مجلة جديدة
Total Journal,Total Journal,Diario total,المجلة الكلية
Active Journal,Active Journal,Diario activo,مجلة نشطة
Deactive Journal,Deactive Journal,Diario desactivo,مجلة إلهي
this journal?,this journal?,este diario?,هذه المجلة؟
Web Journal Categories,Web Journal Categories,Categorías de diario web,فئات مجلة الويب
Add Web Journal Category,Add Web Journal Category,Agregar categoría de diario web,أضف فئة مجلة الويب
New Journal Create,New Journal Create,Nuevo diario crea,مجلة جديدة إنشاء
Journal created successfully!,Journal created successfully!,Journal creado con éxito!,تم إنشاء مجلة بنجاح!
Journal status updated successfully!,Journal status updated successfully!,Estado del diario actualizado con éxito!,تم تحديث حالة المجلة بنجاح!
Journal Edit Page,Journal Edit Page,Página de edición de diario,مجلة تحرير صفحة
Journal Data Updated Successfully.,Journal Data Updated Successfully.,Datos de revista actualizados con éxito.,تم تحديث بيانات المجلة بنجاح.
Journal deleted successfully!,Journal deleted successfully!,Journal eliminado con éxito!,تم حذف المجلة بنجاح!
Google play Link,Google play Link,Enlace de Google Play,رابط تشغيل Google
App Store Link,App Store Link,Enlace de la tienda de aplicaciones,رابط متجر التطبيقات
Icon,Icon,Icono,أيقونة
Schedule,Schedule,Cronograma,جدول
Login Section,Login Section,Sección de inicio de sesión,قسم تسجيل الدخول
Register Section,Register Section,Sección de registro,قسم التسجيل
Write Subject,Write Subject,Escribir sujeto,اكتب الموضوع
Reply,Reply,Responder,رد
Created At,Created At,Creado en,أنشئت في
Replyed,Replyed,Respondido,رد
Not Replyed,Not Replyed,No respondido,لم ترد
Automatic Remittance Gateway,Automatic Remittance Gateway,Puerta de enlace de remesas automáticas,بوابة التحويلات التلقائية
Gateway,Gateway,Puerta,بوابة
Supported Currency,Supported Currency,Moneda compatible,العملة المدعومة
Enabled Currency,Enabled Currency,Moneda habilitada,عملة ممكّنة
Gateway Image,Gateway Image,Imagen de puerta de enlace,بوابة صورة
Add Automatic Gateway,Add Automatic Gateway,Agregar puerta de enlace automática,إضافة بوابة تلقائية
Gateway Name,Gateway Name,Nombre de la puerta de enlace,اسم البوابة
Gateway Title,Gateway Title,Título de puerta de enlace,عنوان البوابة
Supported Currencies,Supported Currencies,Monedas compatibles,العملات المدعومة
Generate Fields,Generate Fields,Generar campos,توليد الحقول
Value,Value,Valor,قيمة
Update Gateway,Update Gateway,Actualización de la puerta de enlace,تحديث بوابة
Gateway Environment,Gateway Environment,Entorno de puerta de enlace,بيئة بوابة
Production,Production,Producción,إنتاج
Sandbox,Sandbox,Salvadera,صندوق الرمل
Crypto Assets,Crypto Assets,Activos criptográficos,أصول التشفير
Global Setting for,Global Setting for,Escenario global para,الإعداد العالمي ل
in bellow,in bellow,a la derecha,في دار العالي
Total Supported Currency,Total Supported Currency,Moneda total compatible,إجمالي العملة المدعومة
Amount Limit,Amount Limit,Límite de cantidad,حد المبلغ
Minimum,Minimum,Mínimo,الحد الأدنى
Maximum,Maximum,Máximo,أقصى
Charge,Charge,Cargar,تكلفة
Fixed,Fixed,Fijado,مُثَبَّت
Percent,Percent,Por ciento,نسبه مئويه
The gateway name has already been taken.,The gateway name has already been taken.,El nombre de la puerta de entrada ya ha sido tomado.,تم بالفعل أخذ اسم البوابة.
Payment gateway added successfully!,Payment gateway added successfully!,¡PAGO GIERTWAY agregado con éxito!,وأضاف بوابة الدفع بنجاح!
Payment gateway status updated successfully!,Payment gateway status updated successfully!,Estado de la pasarela de pago actualizado correctamente!,تم تحديث حالة بوابة الدفع بنجاح!
Image upload failed! Please try again.,Image upload failed! Please try again.,¡Falló la carga de la imagen! Inténtalo de nuevo.,فشل تحميل الصورة! حاول مرة اخرى.
Payment gateway updated successfully!,Payment gateway updated successfully!,¡Pase de pasar por la pasarela actualizada con éxito!,تم تحديث بوابة الدفع بنجاح!
Payment gateway deleted successfully!,Payment gateway deleted successfully!,¡Pague pasarela eliminada con éxito!,تم حذف بوابة الدفع بنجاح!
Manual Payment Method,Manual Payment Method,Método de pago manual,طريقة الدفع اليدوي
Currency Code,Currency Code,Código de moneda,رمز العملة
Currency Symbol,Currency Symbol,Símbolo de moneda,رمز العملة
ex: Paypal,ex: Paypal,Ej: PayPal,على سبيل المثال: باي بال
ex: United State Dollar,ex: United State Dollar,Ej: dólar estatal unido,على سبيل المثال: دولار الولايات المتحدة
ex: USD,ex: USD,Ej: USD,على سبيل المثال: دولار أمريكي
ex: $,ex: $,Ej: $,على سبيل المثال: $
Manual Payment Method Edit,Manual Payment Method Edit,Método de pago manual editar,تحرير طريقة الدفع اليدوي
Manual Payment Method Create,Manual Payment Method Create,Método de pago manual Crear,طريقة الدفع اليدوي
Automatic Remittance Gateway Edit,Automatic Remittance Gateway Edit,EDITAR AUTOMÁTICO,تحرير بوابة التحويلات التلقائية
Manual Remittance Gateway,Manual Remittance Gateway,Puerta de entrada de remesas manuales,بوابة التحويلات اليدوية
Instruction,Instruction,Instrucción,تعليمات
Currency Name,Currency Name,Nombre de moneda,اسم العملة
Required,Required,Requerido,مطلوب
Collect Data,Collect Data,Recolectar datos,اجمع بيانات
Manual Remiitance Gateway Edit,Manual Remiitance Gateway Edit,EDITAR MANUAL Remiitance Gateway,تحرير بوابة الإبلاغ اليدوي
Browser Push Notification Configuration,Browser Push Notification Configuration,Configuración de notificación de push del navegador,تكوين إشعار دفع المتصفح
Method,Method,Método,طريقة
Primary key,Primary key,Clave primaria,المفتاح الأساسي
Instance ID,Instance ID,ID de instancia,معرف مثيل
Broadcasting/ Internal Notification Configuration,Broadcasting/ Internal Notification Configuration,Configuración de transmisión/ notificación interna,تكوين الإذاعة/ الإخطار الداخلي
Cluster,Cluster,Grupo,تَجَمَّع
APP ID,APP ID,ID de aplicación,معرف التطبيق
Body,Body,Cuerpo,جسم
Time,Time,Tiempo,وقت
Latest Notifications,Latest Notifications,Últimas notificaciones,أحدث الإخطارات
Notification Body,Notification Body,Cuerpo de notificación,هيئة الإخطار
Sorry! You have to configure first to send push notification.,Sorry! You have to configure first to send push notification.,¡Lo siento! Debe configurar primero para enviar una notificación push.,آسف! يجب عليك تكوين أولاً لإرسال إشعار الدفع.
Opps! Failed to store information.,Opps! Failed to store information.,¡Opps! No pudo almacenar información.,أوس! فشل في تخزين المعلومات.
Notification sended successfully!,Notification sended successfully!,¡Notificación enviada con éxito!,أرسل الإخطار بنجاح!
Push notification configuration updated successfully!,Push notification configuration updated successfully!,¡Push Notification Configuration actualizada con éxito!,دفع تكوين إشعار تم تحديثه بنجاح!
Policy Link,Policy Link,Enlace de política,رابط السياسة
Cookie information updated successfully!,Cookie information updated successfully!,¡Información de cookies actualizada con éxito!,تم تحديث معلومات ملفات تعريف الارتباط بنجاح!
App Name,App Name,Nombre de la aplicación,اسم التطبيق
App Environment,App Environment,Entorno de aplicaciones,بيئة التطبيق
App Debug,App Debug,Depurar la aplicación,تصحيح التطبيق
App Mode,App Mode,Modo de aplicación,وضع التطبيق
Database Connection,Database Connection,Conexión de base de datos,اتصال قاعدة البيانات
Database Host,Database Host,Host de base de datos,مضيف قاعدة البيانات
Database Port,Database Port,Puerto de base de datos,منفذ قاعدة البيانات
Database Name,Database Name,Nombre de la base de datos,اسم قاعدة البيانات
Database Username,Database Username,Nombre de usuario de la base de datos,قاعدة بيانات قاعدة البيانات
PHP Version,PHP Version,Versión php,إصدار PHP
Laravel Version,Laravel Version,Versión de Laravel,نسخة لارافيل
Server Software,Server Software,Software de servidor,برنامج الخادم
Server IP Address,Server IP Address,Dirección IP del servidor,عنوان IP الخادم
Server Protocol,Server Protocol,Protocolo de servidor,بروتوكول الخادم
Version,Version,Versión,إصدار
Cache Clear Successfully!,Cache Clear Successfully!,"¡Cache, claro con éxito!",ذاكرة التخزين المؤقت واضح بنجاح!
Language switch successfully!,Language switch successfully!,¡Cambio de idioma con éxito!,تبديل اللغة بنجاح!
No new notification found!,No new notification found!,¡No se encontró una nueva notificación!,لم يتم العثور على إشعار جديد!
Password Change,Password Change,Cambio de contraseña,تغيير كلمة السر
English,English,Inglés,إنجليزي
Dark Mode,Dark Mode,Modo oscuro,الوضع المظلم
Light Mode,Light Mode,Modo de luz,وضع الضوء
Please configure your push notification with valid credentials.,Please configure your push notification with valid credentials.,Configure su notificación push con credenciales válidas.,على سبيل المثال: باي بال
Broadcast configuration updated successfully!,Broadcast configuration updated successfully!,¡Configuración de transmisión actualizada con éxito!,على سبيل المثال: دولار الولايات المتحدة
The body field is required.,The body field is required.,Se requiere el campo del cuerpo.,على سبيل المثال: دولار أمريكي
Server Information,Server Information,información del servidor,على سبيل المثال: دولار أمريكي
Language updated successfully!,Language updated successfully!,¡Lenguaje actualizado con éxito!,على سبيل المثال: دولار أمريكي
Charges,Charges,Cargos,على سبيل المثال: دولار أمريكي
Pending Ticket,Pending Ticket,Boleto pendiente,على سبيل المثال: دولار أمريكي
Active Ticket,Active Ticket,Boleto activo,على سبيل المثال: دولار أمريكي
Solved Ticket,Solved Ticket,Boleto resuelto,على سبيل المثال: دولار أمريكي
All Ticket,All Ticket,Todo el boleto,على سبيل المثال: دولار أمريكي
Pending Tickets,Pending Tickets,Boletos pendientes,على سبيل المثال: دولار أمريكي
Active Tickets,Active Tickets,Boletos activos,على سبيل المثال: دولار أمريكي
Solved Tickets,Solved Tickets,Boletos resueltos,على سبيل المثال: دولار أمريكي
All Tickets,All Tickets,Todas las entradas,على سبيل المثال: دولار أمريكي
View All,View All,Ver todo,على سبيل المثال: دولار أمريكي
